Candidato;Coligação;Votos;
BRUNO SILVA SARAIVA;PPS;1
GERONIMO CARDOSO;PPS;2
HELIO RODRIGUES;DEM;2
NETO TAVARES;PSDC;3
CARLOS SILVA;PSDC;1
GIDEON SOARES;PRTB;8
LEONARDO LIMA;PRTB;1
CLEUDO NEGÃO;PRTB;1
HENRIQUE FRANCO;PRTB;1
GUIGA ARANTES;PRTB;3
ZEZAO O POPULAR ZE GRANDÃO;PRTB;1
IRMÃO FRANCISCO;PRTB;1
JARBINHA ABUD;PRTB;1
SALADEIRO;PRTB;1
LUZIMAR COELHO;PRTB;3
MANOEL NEGRÃO;PHS;1
PASTOR FRANCISCO;PHS;1
IRAN PEREIRA;PMN;1
BRUNO DA FARMÁCIA;PTC;1
DENIS ZOIÃO;PTC;1
RICARDO BRAGA;PTC;1
THIAGO PINTURAS;PTC;1
SANDRA BOLO;PTC;1
PROFESSOR OSANAN;PSB;1
FLÁVIO CABRAL;PSB;2
AVANILSON KARAJA;PV;2
JOAO VITOR;PV;1
SEVERINO PINTO;PV;2
HILDEGLAN CARNEIRO;PV;3
RENILDO MARTINS;PV;1
JEFFERSON CARDOSO;PRP;1
ALCIDES GUIMARAES;PRB;3
WAGNER ENOQUE;PRB;1
JOSUE LUZ;PRB;2
VAVÁ BARÃO;PRB;3
SONIA DA CASA COR DE ROSA;PRB;1
JOSÉ GABARRÃO;PP;1
SOLDADO ALCIVAN;PP;5
JOAQUIM ALVES;PRP;1
ALBERTO ROCHA;PRP;3
PROFº DELAN;PSDB;3
ZEZÉ CARDOSO;PSDB;2
BETUEL SIQUEIRA;PSDB;2
CHARLES BRUNO;PSDB;1
PROFESSOR RICARDO;PSOL;1
WILSON;PEN;2
O AMIGO LEAL;PEN;2
TOLI;PEN;2
FRANKITIN O AMIGO DO POVO;PEN;1
REJANE RIBEIRO;PSD;1
JOAQUIM QUINTA NETO;PSD;12
PROFESSOR FRANKLIN;PC do B;4
TERCILIANO GOMES;SD;11
DIVINO BETHANIA JR;PROS;2
PSC;PSC;2
PR;PR;4
PMB;PMB;1
PSDB;PSDB;1
PSD;PSD;1
PT DO B;PT do B;1
BRANCO;;8
NULO;;14
ORIVAN;PDT;4
MARIELLY;PDT;1
ISRAEL DA TEREZONA;PDT;3
NETO PAJEÚ;PDT;2
VALDIRENE;PT;2
SILVINIA;PT;4
PALADIM;PT;2
MÁRCIO ZERBINI;PTB;5
JOSELIA LIRA;PTB;1
GERALDO SILVA;PMDB;3
TOMAZ XAVIER;PMDB;2
FERREIRINHA;PMDB;10
JOSIAS FOTOGRAFO;PMDB;4
ENOQUE NETO;PSL;10
RENATO MENDES;PSC;2
MARIA RIBEIRO;PSC;1
EURIVAL MIRANDA;PSC;1
ROSA LUIZA;PSC;1
LUCY MACHADO;PSC;1
THIAGO COSTA;PSC;1
GILMAR DA AUTO ESCOLA;PSC;2
JEEFERSON HUMBERTO;PSC;1
DEYKSOM;PP;1
JOÃO NELORE;PP;8
ALDEONE DA SILVA SOUZA;PRTB;2
JARBINHA ABUD;PRTB;2
SALADEIRO;PRTB;1
LUZIMAR COELHO;PRTB;4
EDILENE DIAS;PHS;1
MARIZA D'AGUA DE CÔCO;PHS;1
MAVIAEL BARBOSA;PHS;1
MACHADINHO ARAUJO;PTC;1
BRUNO DA FARMÁCIA;PTC;1
DENIS ZOIÃO;PTC;2
SANTOS BAHIA;PTC;1
RICARDO BRAGA;PTC;1
ROCHINHA SEGURANÇA;PSB;1
AVANILSON KARAJA;PV;1
JOAO VITOR;PV;2
SEVERINO PINTO;PV;2
MARIELLY;PDT;1
ISRAEL DA TEREZONA;PDT;5
VALDIRENE;PT;3
SILVINIA;PT;6
MÁRCIO ZERBINI;PTB;5
RENATO GOMES;PV;1
GEOVANE CARVALHO;PV;2
HILDEGLAN CARNEIRO;PV;7
JAPAO;PV;1
CLAUDIEL SANTOS;PRP;1
EDIMAR LEANDRO;PRP;5
JEFFERSON CARDOSO;PRP;1
JOAQUIM ALVES;PRP;1
ALBERTO ROCHA;PRP;1
PROFº DELAN;PSDB;3
ZEZÉ CARDOSO;PSDB;4
BETUEL SIQUEIRA;PSDB;1
CHARLES BRUNO;PSDB;1
WILSON;PEN;1
RAIMUNDO FOGUINHO;PEN;1
CHAPADA;PEN;1
MARLENE DINIZ;PEN;1
SILVANA;PEN;1
TOLI;PEN;2
REJANE RIBEIRO;PSD;2
JOAQUIM QUINTA NETO;PSD;8
PROFESSOR FRANKLIN;PC do B;7
TERCILIANO GOMES;SD;11
DIVINO BETHANIA JR;PROS;6
PP;PP;3
PMDB;PMDB;1
PR;PR;3
PSDB;PSDB;1
PSOL;PSOL;1
BRANCO;;7
NULO;;4
ALCIDES GUIMARAES;PRB;3
ROSSANIA BURJAQUE;PRB;2
JOSUE LUZ;PRB;1
JOSUE MENEZES;PRB;1
JOSÉ GABARRÃO;PP;2
SOLDADO ALCIVAN;PP;6
ROBERTO MARACANÃ;PP;2
DEYKSOM;PP;1
JOÃO NELORE;PP;9
MANE MUDANÇA;PP;3
FRANÇUAR;PP;2
ORIVAN;PDT;4
JOSELIA LIRA;PTB;2
GILSON REIS;PMDB;1
GERALDO SILVA;PMDB;3
TOMAZ XAVIER;PMDB;3
FERREIRINHA;PMDB;8
JOSIAS FOTOGRAFO;PMDB;3
ENOQUE NETO;PSL;3
MINEIRO;PSC;1
MARIA RIBEIRO;PSC;1
PASTOR NILSON GOMES;PSC;1
LUCY MACHADO;PSC;3
ADILSON LD UVAS;PSC;2
CLEIA ACS;PSC;1
REMY CAVALCANTE;PSC;3
GILMAR DA AUTO ESCOLA;PSC;4
JEEFERSON HUMBERTO;PSC;2
LUCIANO SANTANA;PR;7
GIPÃO;PR;3
JOANA BRITO;PR;1
MARCUS MARCELO;PR;9
VALERIA DOMINGUES;PR;2
XEROSO;PR;5
RADEMARKER SARAIVA MARTINS;PPS;2
SARGENTO VALTENIR;PPS;2
MANOEL PIT-CALDO;PPS;1
GILBERTO SILVA;PPS;1
GERONIMO CARDOSO;PPS;1
HELIO RODRIGUES;DEM;2
NETO TAVARES;PSDC;1
GIDEON SOARES;PRTB;2
LEONARDO LIMA;PRTB;5
CLEUDO NEGÃO;PRTB;1
ZEZÃO DO MOTO TÁXI;PRTB;1
PAULO JOSÉ;PRTB;2
GUIGA ARANTES;PRTB;3
ZEZAO O POPULAR ZE GRANDÃO;PRTB;1
LUZIMAR COELHO;PRTB;2
ABRAÃO;PRTB;1
MAVIAEL BARBOSA;PHS;1
IRAN PEREIRA;PMN;1
ANGILEDSON ALENCAR;PTC;1
DOM DO GARAVELO;PTC;1
BRUNO DA FARMÁCIA;PTC;1
SANTOS BAHIA;PTC;1
ELENICE;PTC;1
RICARDO BRAGA;PTC;1
THIAGO PINTURAS;PTC;1
GILMAR DA AUTO ESCOLA;PSC;3
JEEFERSON HUMBERTO;PSC;1
LUCIANO SANTANA;PR;2
DAVI SOARES;PR;1
GIPÃO;PR;6
MARCUS MARCELO;PR;5
VALERIA DOMINGUES;PR;1
XEROSO;PR;6
RADEMARKER SARAIVA MARTINS;PPS;3
LEONAN;PPS;1
PROFESSORA REGIFRAN;PPS;6
IRMÃ BETH MILHOMEM;PSB;1
FLÁVIO CABRAL;PSB;1
AVANILSON KARAJA;PV;1
SEVERINO PINTO;PV;1
HILDEGLAN CARNEIRO;PV;3
SIDNEY TROPEIRO;PRP;1
CLAUDIEL SANTOS;PRP;1
EDIMAR LEANDRO;PRP;4
JEFFERSON CARDOSO;PRP;1
MAZIM DA SEGURANÇA;PRP;2
JOAQUIM ALVES;PRP;3
ALBERTO ROCHA;PRP;1
PROFº DELAN;PSDB;2
ZEZÉ CARDOSO;PSDB;3
BETUEL SIQUEIRA;PSDB;1
CHARLES BRUNO;PSDB;1
ALCIONE ROCHA;PEN;1
WILSON;PEN;1
PROFESSOR NEGRÃO;PEN;1
TOLI;PEN;1
EDVARDO DIAS;PEN;1
REJANE RIBEIRO;PSD;1
JOAQUIM QUINTA NETO;PSD;13
PROFESSOR FRANKLIN;PC do B;7
TERCILIANO GOMES;SD;9
GALVÃO;SD;1
DIVINO BETHANIA JR;PROS;6
FERREIRINHA;PMDB;10
JOSIAS FOTOGRAFO;PMDB;6
ENOQUE NETO;PSL;10
FRANCISCA MADEIRA;PTN;1
PP;PP;1
PMDB;PMDB;2
PR;PR;1
PSDB;PSDB;2
BRANCO;;6
NULO;;13
ALCIDES GUIMARAES;PRB;4
WAGNER ENOQUE;PRB;2
JOSUE LUZ;PRB;1
DIMENOR;PRB;1
JOSUE MENEZES;PRB;2
RADU;PP;1
SOLDADO ALCIVAN;PP;7
DEYKSOM;PP;2
JOÃO NELORE;PP;1
ANDRÉIA AYRES;PP;2
DIVINO JUNIOR;PP;3
